广东频道,#genre#
东莞生活资讯,http://8.137.59.151:3000/guangdong/dongguang.php?id=shzx
佛山影视,http://8.137.59.151:3000/guangdong/foshan.php?id=fsys
佛山顺德,http://8.137.59.151:3000/guangdong/foshan.php?id=fssd
阳江1,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江2,https://live.yjtvw.com:8081/live/yjtv2.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
数字频道,#genre#
金鹰卡通,http://168.138.160.251:50001/1000000002000016601/ystenlive/index.m3u8
优漫卡通,http://168.138.160.251:50001/1000000002000010063/ystenlive/index.m3u8
哈哈炫动,http://168.138.160.251:50001/1000000002000000172/ystenlive/index.m3u8
嘉佳卡通,http://168.138.160.251:50001/1000000002000025964/ystenlive/index.m3u8
黑莓电影,http://168.138.160.251:50001/1000000004000019624/ystenlive/index.m3u8
黑莓电影,http://168.138.160.251:50001/2000000003000000001/hnbblive/index.m3u8
黑莓动画,http://168.138.160.251:50001/1000000004000021734/ystenlive/index.m3u8
黑莓动画,http://168.138.160.251:50001/2000000003000000002/hnbblive/index.m3u8
超级电影,http://168.138.160.251:50001/1000000004000002120/ystenlive/index.m3u8
动作电影,http://168.138.160.251:50001/1000000004000018653/ystenlive/index.m3u8
动作电影,http://168.138.160.251:50001/2000000003000000017/hnbblive/index.m3u8
家庭剧场,http://168.138.160.251:50001/1000000004000008284/ystenlive/index.m3u8
家庭剧场,http://168.138.160.251:50001/2000000003000000012/hnbblive/index.m3u8
惊悚悬疑,http://168.138.160.251:50001/2000000003000000015/hnbblive/index.m3u8
惊悚悬疑,http://168.138.160.251:50001/1000000004000024282/ystenlive/index.m3u8
精品大剧,http://168.138.160.251:50001/2000000003000000020/hnbblive/index.m3u8
精品大剧,http://168.138.160.251:50001/1000000004000013968/ystenlive/index.m3u8
精品综合,http://168.138.160.251:50001/1000000004000019008/ystenlive/index.m3u8
精品综合,http://168.138.160.251:50001/2000000003000000008/hnbblive/index.m3u8
明星大片,http://168.138.160.251:50001/2000000003000000016/hnbblive/index.m3u8
军旅剧场,http://168.138.160.251:50001/2000000003000000014/hnbblive/index.m3u8
古装剧场,http://168.138.160.251:50001/2000000003000000024/hnbblive/index.m3u8
欢乐剧场,http://168.138.160.251:50001/1000000005000266012/ystenlive/index.m3u8
欢乐剧场,http://168.138.160.251:50001/2000000003000000050/hnbblive/index.m3u8
东北热剧,http://168.138.160.251:50001/2000000003000000051/hnbblive/index.m3u8
东北热剧,http://168.138.160.251:50001/1000000005000266013/ystenlive/index.m3u8
爱情喜剧,http://168.138.160.251:50001/2000000003000000010/hnbblive/index.m3u8
精品纪录,http://168.138.160.251:50001/1000000004000013730/ystenlive/index.m3u8
精品纪录,http://168.138.160.251:50001/2000000003000000019/hnbblive/index.m3u8
超级体育,http://168.138.160.251:50001/1000000004000007755/ystenlive/index.m3u8
超级体育,http://168.138.160.251:50001/2000000003000000030/hnbblive/index.m3u8
超级体育,http://168.138.160.251:50001/1000000001000009204/ystenlive/index.m3u8
精品体育,http://168.138.160.251:50001/2000000003000000021/hnbblive/index.m3u8
精品体育,http://168.138.160.251:50001/1000000004000014634/ystenlive/index.m3u8
中国功夫,http://168.138.160.251:50001/2000000003000000009/hnbblive/index.m3u8
超级综艺,http://168.138.160.251:50001/1000000001000025771/ystenlive/index.m3u8
超级综艺,http://168.138.160.251:50001/1000000004000023658/ystenlive/index.m3u8
超级综艺,http://168.138.160.251:50001/2000000003000000029/hnbblive/index.m3u8
金牌综艺,http://168.138.160.251:50001/1000000004000026167/ystenlive/index.m3u8
金牌综艺,http://168.138.160.251:50001/2000000003000000005/hnbblive/index.m3u8
炫舞未来,http://168.138.160.251:50001/1000000001000000515/ystenlive/index.m3u8
炫舞未来,http://168.138.160.251:50001/2000000003000000044/hnbblive/index.m3u8
农业致富,http://168.138.160.251:50001/2000000003000000003/hnbblive/index.m3u8
军事评论,http://168.138.160.251:50001/2000000003000000022/hnbblive/index.m3u8
潮妈辣婆,http://168.138.160.251:50001/2000000003000000018/hnbblive/index.m3u8
金鹰纪实,http://168.138.160.251:50001/1000000002000011724/ystenlive/index.m3u8
超级电影,http://168.138.160.251:50001/1000000001000012884/ystenlive/index.m3u8
超级电影,http://168.138.160.251:50001/2000000003000000031/hnbblive/index.m3u8
超级电视剧,http://168.138.160.251:50001/1000000004000024993/ystenlive/index.m3u8
超级电视剧,http://168.138.160.251:50001/1000000001000008139/ystenlive/index.m3u8
超级电视剧,http://168.138.160.251:50001/2000000003000000032/hnbblive/index.m3u8
金鹰卡通,http://148.135.77.94:50001/1000000002000016601/ystenlive/index.m3u8
优漫卡通,http://148.135.77.94:50001/1000000002000010063/ystenlive/index.m3u8
哈哈炫动,http://148.135.77.94:50001/1000000002000000172/ystenlive/index.m3u8
嘉佳卡通,http://148.135.77.94:50001/1000000002000025964/ystenlive/index.m3u8
黑莓电影,http://148.135.77.94:50001/1000000004000019624/ystenlive/index.m3u8
黑莓电影,http://148.135.77.94:50001/2000000003000000001/hnbblive/index.m3u8
黑莓动画,http://148.135.77.94:50001/1000000004000021734/ystenlive/index.m3u8
黑莓动画,http://148.135.77.94:50001/2000000003000000002/hnbblive/index.m3u8
超级电影,http://148.135.77.94:50001/1000000004000002120/ystenlive/index.m3u8
动作电影,http://148.135.77.94:50001/1000000004000018653/ystenlive/index.m3u8
动作电影,http://148.135.77.94:50001/2000000003000000017/hnbblive/index.m3u8
家庭剧场,http://148.135.77.94:50001/1000000004000008284/ystenlive/index.m3u8
家庭剧场,http://148.135.77.94:50001/2000000003000000012/hnbblive/index.m3u8
惊悚悬疑,http://148.135.77.94:50001/2000000003000000015/hnbblive/index.m3u8
惊悚悬疑,http://148.135.77.94:50001/1000000004000024282/ystenlive/index.m3u8
精品大剧,http://148.135.77.94:50001/2000000003000000020/hnbblive/index.m3u8
精品大剧,http://148.135.77.94:50001/1000000004000013968/ystenlive/index.m3u8
精品综合,http://148.135.77.94:50001/1000000004000019008/ystenlive/index.m3u8
精品综合,http://148.135.77.94:50001/2000000003000000008/hnbblive/index.m3u8
明星大片,http://148.135.77.94:50001/2000000003000000016/hnbblive/index.m3u8
军旅剧场,http://148.135.77.94:50001/2000000003000000014/hnbblive/index.m3u8
古装剧场,http://148.135.77.94:50001/2000000003000000024/hnbblive/index.m3u8
欢乐剧场,http://148.135.77.94:50001/1000000005000266012/ystenlive/index.m3u8
欢乐剧场,http://148.135.77.94:50001/2000000003000000050/hnbblive/index.m3u8
东北热剧,http://148.135.77.94:50001/2000000003000000051/hnbblive/index.m3u8
东北热剧,http://148.135.77.94:50001/1000000005000266013/ystenlive/index.m3u8
爱情喜剧,http://148.135.77.94:50001/2000000003000000010/hnbblive/index.m3u8
精品纪录,http://148.135.77.94:50001/1000000004000013730/ystenlive/index.m3u8
精品纪录,http://148.135.77.94:50001/2000000003000000019/hnbblive/index.m3u8
超级体育,http://148.135.77.94:50001/1000000004000007755/ystenlive/index.m3u8
超级体育,http://148.135.77.94:50001/2000000003000000030/hnbblive/index.m3u8
超级体育,http://148.135.77.94:50001/1000000001000009204/ystenlive/index.m3u8
精品体育,http://148.135.77.94:50001/2000000003000000021/hnbblive/index.m3u8
精品体育,http://148.135.77.94:50001/1000000004000014634/ystenlive/index.m3u8
中国功夫,http://148.135.77.94:50001/2000000003000000009/hnbblive/index.m3u8
超级综艺,http://148.135.77.94:50001/1000000001000025771/ystenlive/index.m3u8
超级综艺,http://148.135.77.94:50001/1000000004000023658/ystenlive/index.m3u8
超级综艺,http://148.135.77.94:50001/2000000003000000029/hnbblive/index.m3u8
金牌综艺,http://148.135.77.94:50001/1000000004000026167/ystenlive/index.m3u8
金牌综艺,http://148.135.77.94:50001/2000000003000000005/hnbblive/index.m3u8
炫舞未来,http://148.135.77.94:50001/1000000001000000515/ystenlive/index.m3u8
炫舞未来,http://148.135.77.94:50001/2000000003000000044/hnbblive/index.m3u8
农业致富,http://148.135.77.94:50001/2000000003000000003/hnbblive/index.m3u8
军事评论,http://148.135.77.94:50001/2000000003000000022/hnbblive/index.m3u8
潮妈辣婆,http://148.135.77.94:50001/2000000003000000018/hnbblive/index.m3u8
金鹰纪实,http://148.135.77.94:50001/1000000002000011724/ystenlive/index.m3u8
超级电影,http://148.135.77.94:50001/1000000001000012884/ystenlive/index.m3u8
超级电影,http://148.135.77.94:50001/2000000003000000031/hnbblive/index.m3u8
超级电视剧,http://148.135.77.94:50001/1000000004000024993/ystenlive/index.m3u8
超级电视剧,http://148.135.77.94:50001/1000000001000008139/ystenlive/index.m3u8
超级电视剧,http://148.135.77.94:50001/2000000003000000032/hnbblive/index.m3u8

CCTV高清,#genre#
CCTV1综合,http://148.135.77.94:50001/1000000001000021973/ystenlive/index.m3u8
CCTV2财经,http://148.135.77.94:50001/1000000001000012442/ystenlive/index.m3u8
CCTV3综艺,http://148.135.77.94:50001/1000000001000011218/ystenlive/index.m3u8
CCTV4中文国际,http://148.135.77.94:50001/1000000002000031664/ystenlive/index.m3u8
CCTV5体育,http://148.135.77.94:50001/1000000001000004794/ystenlive/index.m3u8
CCTV5+体育赛事,http://148.135.77.94:50001/1000000001000020505/ystenlive/index.m3u8
CCTV6电影,http://148.135.77.94:50001/1000000001000016466/ystenlive/index.m3u8
CCTV7国防军事,http://148.135.77.94:50001/1000000001000017218/ystenlive/index.m3u8
CCTV8电视剧,http://148.135.77.94:50001/1000000001000003736/ystenlive/index.m3u8
CCTV9纪录,http://148.135.77.94:50001/1000000001000028286/ystenlive/index.m3u8
CCTV10科教,http://148.135.77.94:50001/1000000001000026367/ystenlive/index.m3u8
CCTV11戏曲,http://148.135.77.94:50001/1000000002000019789/ystenlive/index.m3u8
CCTV12社会与法,http://148.135.77.94:50001/1000000001000001640/ystenlive/index.m3u8
CCTV13新闻,http://148.135.77.94:50001/1000000002000021303/ystenlive/index.m3u8
CCTV14少儿,http://148.135.77.94:50001/1000000001000021349/ystenlive/index.m3u8
CCTV15音乐,http://148.135.77.94:50001/1000000002000008163/ystenlive/index.m3u8
CCTV16奥林匹克,http://148.135.77.94:50001/1000000006000233001/ystenlive/index.m3u8
CCTV17农业农村,http://148.135.77.94:50001/1000000005000056836/ystenlive/index.m3u8
CCTV1综合,http://168.138.160.251:50001/1000000001000021973/ystenlive/index.m3u8
CCTV2财经,http://168.138.160.251:50001/1000000001000012442/ystenlive/index.m3u8
CCTV3综艺,http://168.138.160.251:50001/1000000001000011218/ystenlive/index.m3u8
CCTV4中文国际,http://168.138.160.251:50001/1000000002000031664/ystenlive/index.m3u8
CCTV5体育,http://168.138.160.251:50001/1000000001000004794/ystenlive/index.m3u8
CCTV5+体育赛事,http://168.138.160.251:50001/1000000001000020505/ystenlive/index.m3u8
CCTV6电影,http://168.138.160.251:50001/1000000001000016466/ystenlive/index.m3u8
CCTV7国防军事,http://168.138.160.251:50001/1000000001000017218/ystenlive/index.m3u8
CCTV8电视剧,http://168.138.160.251:50001/1000000001000003736/ystenlive/index.m3u8
CCTV9纪录,http://168.138.160.251:50001/1000000001000028286/ystenlive/index.m3u8
CCTV10科教,http://168.138.160.251:50001/1000000001000026367/ystenlive/index.m3u8
CCTV11戏曲,http://168.138.160.251:50001/1000000002000019789/ystenlive/index.m3u8
CCTV12社会与法,http://168.138.160.251:50001/1000000001000001640/ystenlive/index.m3u8
CCTV13新闻,http://168.138.160.251:50001/1000000002000021303/ystenlive/index.m3u8
CCTV14少儿,http://168.138.160.251:50001/1000000001000021349/ystenlive/index.m3u8
CCTV15音乐,http://168.138.160.251:50001/1000000002000008163/ystenlive/index.m3u8
CCTV16奥林匹克,http://168.138.160.251:50001/1000000006000233001/ystenlive/index.m3u8
CCTV17农业农村,http://168.138.160.251:50001/1000000005000056836/ystenlive/index.m3u8
CCTV1综合,http://xiaoge.myds.me:9900//TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1综合,http://xiaoge.myds.me:9900//TVOD/6000000001000029752/wasusyt/index.m3u8
CCTV1综合,http://xiaoge.myds.me:9900//TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1综合,http://xiaoge.myds.me:9900//TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1综合,http://xiaoge.myds.me:9900//TVOD/1000000005000265001/ystenlive/index.m3u8

CCTV2财经,http://xiaoge.myds.me:9900//TVOD/5000000011000031101/bestzb/index.m3u8
CCTV2财经,http://xiaoge.myds.me:9900//TVOD/6000000001000014161/wasusyt/index.m3u8
CCTV2财经,http://xiaoge.myds.me:9900//TVOD/1000000001000012442/ystenlive/index.m3u8
CCTV2财经,http://xiaoge.myds.me:9900//TVOD/1000000001000023315/ystenlive/index.m3u8
CCTV2财经,http://xiaoge.myds.me:9900//TVOD/1000000005000265002/ystenlive/index.m3u8

CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/5000000002000020548/bestzb/index.m3u8
CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/5000000004000008883/bestzb/index.m3u8
CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/6000000001000022313/wasusyt/index.m3u8
CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/1000000001000011218/ystenlive/index.m3u8
CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/1000000001000013682/ystenlive/index.m3u8
CCTV3综艺,http://xiaoge.myds.me:9900//TVOD/1000000005000265003/ystenlive/index.m3u8

CCTV4中文国际,http://xiaoge.myds.me:9900//TVOD/5000000005000030093/bestzb/index.m3u8
CCTV4中文国际,http://xiaoge.myds.me:9900//TVOD/5000000011000031102/bestzb/index.m3u8
CCTV4中文国际,http://xiaoge.myds.me:9900//TVOD/1000000002000031664/ystenlive/index.m3u8
CCTV4中文国际,http://xiaoge.myds.me:9900//TVOD/1000000005000265004/ystenlive/index.m3u8

CCTV5体育,http://xiaoge.myds.me:9900//TVOD/5000000004000008885/bestzb/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/5000000010000016619/bestzb/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/6000000001000016431/wasusyt/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/1000000003000030177/ystenlive/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/1000000001000004794/ystenlive/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/1000000005000025222/ystenlive/index.m3u8
CCTV5体育,http://xiaoge.myds.me:9900//TVOD/1000000005000265005/ystenlive/index.m3u8

CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/5000000011000031127/bestzb/index.m3u8
CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/6000000001000015875/wasusyt/index.m3u8
CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/1000000001000018504/ystenlive/index.m3u8
CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/1000000001000020505/ystenlive/index.m3u8
CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/1000000005000265016/ystenlive/index.m3u8
CCTV5+体育赛事,http://xiaoge.myds.me:9900//TVOD/reallive-cctv5plus/FifastbLive/index.m3u8

CCTV6电影,http://xiaoge.myds.me:9900//TVOD/5000000004000008886/bestzb/index.m3u8
CCTV6电影,http://xiaoge.myds.me:9900//TVOD/5000000010000018433/bestzb/index.m3u8
CCTV6电影,http://xiaoge.myds.me:9900//TVOD/6000000001000004574/wasusyt/index.m3u8
CCTV6电影,http://xiaoge.myds.me:9900//TVOD/1000000001000001737/ystenlive/index.m3u8
CCTV6电影,http://xiaoge.myds.me:9900//TVOD/1000000001000016466/ystenlive/index.m3u8
CCTV6电影,http://xiaoge.myds.me:9900//TVOD/1000000005000265006/ystenlive/index.m3u8

CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/5000000005000026715/bestzb/index.m3u8
CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/5000000011000031104/bestzb/index.m3u8
CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/6000000001000009055/wasusyt/index.m3u8
CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/1000000001000017218/ystenlive/index.m3u8
CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/1000000001000024341/ystenlive/index.m3u8
CCTV7国防军事,http://xiaoge.myds.me:9900//TVOD/1000000005000265007/ystenlive/index.m3u8

CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/5000000004000008888/bestzb/index.m3u8
CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/5000000010000018377/bestzb/index.m3u8
CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/6000000001000001070/wasusyt/index.m3u8
CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/1000000001000003736/ystenlive/index.m3u8
CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/1000000001000031433/ystenlive/index.m3u8
CCTV8电视剧,http://xiaoge.myds.me:9900//TVOD/1000000005000265008/ystenlive/index.m3u8

CCTV9纪录,http://xiaoge.myds.me:9900//TVOD/5000000010000018384/bestzb/index.m3u8
CCTV9纪录,http://xiaoge.myds.me:9900//TVOD/6000000001000032162/wasusyt/index.m3u8
CCTV9纪录,http://xiaoge.myds.me:9900//TVOD/1000000001000014583/ystenlive/index.m3u8
CCTV9纪录,http://xiaoge.myds.me:9900//TVOD/1000000001000028286/ystenlive/index.m3u8
CCTV9纪录,http://xiaoge.myds.me:9900//TVOD/1000000005000265009/ystenlive/index.m3u8

CCTV10科教,http://xiaoge.myds.me:9900//TVOD/5000000004000012827/bestzb/index.m3u8
CCTV10科教,http://xiaoge.myds.me:9900//TVOD/5000000010000016738/bestzb/index.m3u8
CCTV10科教,http://xiaoge.myds.me:9900//TVOD/6000000001000031506/wasusyt/index.m3u8
CCTV10科教,http://xiaoge.myds.me:9900//TVOD/1000000001000023734/ystenlive/index.m3u8
CCTV10科教,http://xiaoge.myds.me:9900//TVOD/1000000001000026367/ystenlive/index.m3u8
CCTV10科教,http://xiaoge.myds.me:9900//TVOD/1000000005000265010/ystenlive/index.m3u8

CCTV11戏曲,http://xiaoge.myds.me:9900//TVOD/5000000006000040011/bestzb/index.m3u8
CCTV11戏曲,http://xiaoge.myds.me:9900//TVOD/5000000011000031106/bestzb/index.m3u8
CCTV11戏曲,http://xiaoge.myds.me:9900//TVOD/1000000002000019789/ystenlive/index.m3u8
CCTV11戏曲,http://xiaoge.myds.me:9900//TVOD/1000000005000265011/ystenlive/index.m3u8

CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/5000000006000040012/bestzb/index.m3u8
CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/5000000011000031107/bestzb/index.m3u8
CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/6000000001000022586/wasusyt/index.m3u8
CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/1000000001000001640/ystenlive/index.m3u8
CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/1000000001000032494/ystenlive/index.m3u8
CCTV12社会与法,http://xiaoge.myds.me:9900//TVOD/1000000005000265012/ystenlive/index.m3u8


CCTV13新闻,http://xiaoge.myds.me:9900//TVOD/5000000005000001827/bestzb/index.m3u8
CCTV13新闻,http://xiaoge.myds.me:9900//TVOD/5000000011000031108/bestzb/index.m3u8
CCTV13新闻,http://xiaoge.myds.me:9900//TVOD/1000000002000021303/ystenlive/index.m3u8

CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/5000000004000006673/bestzb/index.m3u8
CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/5000000010000023358/bestzb/index.m3u8
CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/6000000001000013647/wasusyt/index.m3u8
CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/1000000001000008170/ystenlive/index.m3u8
CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/1000000001000021349/ystenlive/index.m3u8
CCTV14少儿,http://xiaoge.myds.me:9900//TVOD/1000000005000265013/ystenlive/index.m3u8

CCTV15音乐,http://xiaoge.myds.me:9900//TVOD/5000000011000031109/bestzb/index.m3u8
CCTV15音乐,http://xiaoge.myds.me:9900//TVOD/1000000002000008163/ystenlive/index.m3u8
CCTV15音乐,http://xiaoge.myds.me:9900//TVOD/1000000005000265014/ystenlive/index.m3u8

CCTV16奥林匹克,http://xiaoge.myds.me:9900//TVOD/5000000008000023253/bestzb/index.m3u8
CCTV16奥林匹克,http://xiaoge.myds.me:9900//TVOD/1000000006000233001/ystenlive/index.m3u8
CCTV16奥林匹克,http://xiaoge.myds.me:9900//TVOD/1000000006000233002/ystenlive/index.m3u8

CCTV17农业农村,http://xiaoge.myds.me:9900//TVOD/1000000005000056836/ystenlive/index.m3u8
CCTV17农业农村,http://xiaoge.myds.me:9900//TVOD/1000000005000265015/ystenlive/index.m3u8
CCTV17农业农村,http://xiaoge.myds.me:9900//TVOD/1000000006000268004/ystenlive/index.m3u8

CETV1综合教育,http://xiaoge.myds.me:9900//TVOD/5000000002000002652/bestzb/index.m3u8
CETV1综合教育,http://xiaoge.myds.me:9900//TVOD/1000000002000027253/ystenlive/index.m3u8
CETV1综合教育,http://xiaoge.myds.me:9900//TVOD/7106250793420582078/ystenlive/index.m3u8
CETV1综合教育,http://xiaoge.myds.me:9900//TVOD/6000000003000018981/wasusyt/index.m3u8

CETV2空中课堂,http://xiaoge.myds.me:9900//TVOD/1000000005000266004/ystenlive/index.m3u8
CETV2空中课堂,http://xiaoge.myds.me:9900//TVOD/2000000003000000047/hnbblive/index.m3u8
CETV2空中课堂,http://xiaoge.myds.me:9900//TVOD/5000000011000031201/bestzb/index.m3u8

CETV4职业教育,http://xiaoge.myds.me:9900//TVOD/5000000011000031126/bestzb/index.m3u8
